91.8380000591,378.118999958,67.1039998531,130.337000132,139.60800004,163.786999941,1520.477,439.565999985,2409.15799999
73.6320002079,125.828999996,79.2839999199,127.711999893,98.765999794,372.573999882,519.362999916,1882.00500011,1651.32999992
106.750999928,65.5429999828,112.785000086,410.832000017,131.619999886,90.4040000439,112.90199995,509.541000128,286.795000076
79.9619998932,92.1790001392,70.0539999008,131.68599987,103.279999971,117.907999992,791.337000132,247.698000193,4367.46799994
75.4379999638,81.5310001373,87.8659999371,149.086999893,243.650000095,382.209000111,203.457999945,1330.38599992,1972.42200017
66.7170000076,76.7939999104,70.0190000534,188.75,113.355999947,158.728999853,3505.53400016,584.277999878,1703.00600004
106.003999949,79.7720000744,108.269000053,138.56799984,244.718999863,139.563999891,489.318000078,460.714999914,1485.94400001
70.6229999065,253.839999914,97.2190001011,101.836999893,115.046000004,106.087000132,110.457000017,580.474999905,231.013000011
100.59800005,74.010999918,157.57799983,106.507999897,323.77699995,89.5350000858,651.603000164,388.957000017,2068.21200013
121.208000183,143.664999962,137.54399991,238.202000141,98.3709998131,140.275999784,210.953000069,1732.63499999,2652.18600011
303.677000046,92.7339999676,93.126999855,83.3989999294,122.279999971,146.565999985,412.554999828,137.483999968,527.335000038
129.986999989,90.2980000973,,641.220999956,130.875999928,143.728999853,705.851999998,301.039000034,2621.64400005
67.5750000477,73.8980000019,,165.74000001,154.995000124,683.144000053,580.965000153,418.131999969,1799.46800017
71.9330000877,582.437999964,,102.113999844,1575.93400002,86.1989998817,,1972.46600008,
118.947999954,84.8329999447,,,113.495000124,480.246999979,,665.065999985,
,,,,114.101000071,109.088999987,,17212.3770001,
,,,,100.894999981,94.4169998169,,2076.36299992,
,,,,,,,1172.27499986,
