1813.05699968,1814.56000018,1838.30499959,1850.6619997,1902.19300175,1971.71699977,2949.56400084,2954.45300293,3774.13499928
1812.4849999,1816.18299961,,1843.8239994,1905.40900016,1968.82499671,2338.97199941,4105.93799663,6998.01899767
1822.54899955,1949.96100044,,2148.00599861,1905.15099931,1979.558002,2339.53800178,2902.44600201,5611.04900169
1815.24899983,1822.023,,1845.86799955,1896.58800197,1985.05899882,2415.16200089,2976.84300184,5086.27600431
1852.61899996,1829.29100013,,1879.27900052,2101.14199877,1983.81400013,2283.56200051,3026.24799871,
1810.98499966,1816.4460001,,2352.38100028,1892.79700089,,2220.78799868,,
,,,1872.75999856,1874.26299977,,2243.98699903,,
,,,,1869.43300104,,2224.49899864,,
,,,,1902.61800075,,,,
,,,,1879.46499729,,,,
